Account Statement for ... since 7/24/26 through 7/24/26
DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
7/24/26,13:00:00,BAL,,Cash balance at the start of business day 24.07 CST,,,,38018.04
7/24/26,21:44:59,TRD,="1007319011717",BOT +100 SPY @738.825,,,-73882.50,-35864.46
7/24/26,21:48:09,TRD,="1007319714117",SOLD -100 SPY @739.59,-1.54,,73959.00,38093.00
7/24/26,21:49:51,TRD,="1007319714352",BOT +100 SPY @739.70,,,-73970.00,-35877.00
7/24/26,21:57:49,TRD,="1007320460144",SOLD -100 SPY @737.8356,-1.54,,73783.56,37905.02
7/24/26,21:59:02,TRD,="1007320460397",BOT +33 SPY @737.965,,,-24352.85,13552.17
7/24/26,21:59:03,TRD,="1007320460397",BOT +2 SPY @737.965,,,-1475.93,12076.24
7/24/26,21:59:03,TRD,="1007320460397",BOT +65 SPY @737.965,,,-47967.72,-35891.48
7/24/26,22:11:26,TRD,="1007321214415",SOLD -100 SPY @739.38,-1.54,,73938.00,38044.98
7/24/26,22:17:08,TRD,="1007321215226",BOT +100 SPY @738.82,,,-73882.00,-35837.02
7/24/26,22:29:41,TRD,="1007322096856",SOLD -100 SPY @739.4614,-1.54,,73946.14,38107.58
7/24/26,22:34:32,TRD,="1007322097651",BOT +100 SPY @738.6999,,,-73869.99,-35762.41
7/24/26,22:45:56,TRD,="1007322862958",SOLD -100 SPY @737.625,-1.54,,73762.50,37998.55
7/24/26,22:47:29,TRD,="1007322863273",SOLD -100 SPY @738.0432,-1.54,,73804.32,111801.33
7/24/26,22:48:07,TRD,="1007322863386",BOT +100 SPY @737.749,,,-73774.90,38026.43
7/24/26,22:49:06,TRD,="1007322863536",BOT +100 SPY @737.972,,,-73797.20,-35770.77
7/24/26,22:49:46,TRD,="1007322863681",SOLD -100 SPY @738.4862,-1.54,,73848.62,38076.31
